,Unnamed: 0,address
220,220,"Санкт-Петербург, проспект Космонавтов, д.20, кор.4,лит.А, ч.пом.5Н (пом.69,70)"
221,221,"Санкт-Петербург, проспект Космонавтов, д.28, корп.4, лит.А, ч.пом.4Н(пом.28)"
222,222,"Санкт-Петербург, ул. Школьная, д.116, кор. 1, лит. А."
223,223,"Санкт-Петербург, ул. Школьная, д.114, корп. 1, лит. А"
224,224,"Санкт-Петербург, Богатырский пр., д. 58, кор. 4, лит. А, пом. 8Н"
225,225,"Санкт-Петербург, ул. Камышовая, д. 48, кор. 2, лит. А"
226,226,"Санкт-Петербург, улица Генерала Хрулева, д. 7а, лит. А"
227,227,"Санкт-Петербург, ул. Дибуновская,  д. 28, лит. А"
228,228,"Санкт-Петербург, ул. Шаврова, д. 19, кор. 1, лит. А."
229,229,"Санкт-Петербург, ул. Шаврова, д. 21, кор. 2, лит. А."
230,230,"Санкт-Петербург, Камышовая ул., д. 50, кор. 1, лит. А"
231,231,"Санкт-Петербург, пр. Авиаконструкторов, д. 16, кор. 1, лит. А, пом. 11Н"
232,232,"Санкт-Петербург, Ушаковская набережная, д. 9, к. 1, литер А, помещение 6Н, часть помещения 1Н (ком.1)"
233,233,"Санкт-Петербург, Богатырский пр., д. 31, литер А, помещение 9Н"
234,234,"Санкт-Петербург, Серебристый бульвар, д. 23, к. 2, литер А, помещение 12Н"
235,235,"Санкт-Петербург, ул. Ланская, д. 8, лит. А, часть здания 2Н (1-11; 21-28), 5Н"
236,236,"Санкт-Петербург, Гороховая ул., д. 6, лит. А, пом. 14Н"
237,237,"Санкт-Петербург, Гороховая улица, д. 6, лит. А, пом. 13Н"
238,238,"Санкт-Петербург, Гороховая улица, д. 6, лит. А, пом. 9Н."
239,239,"Санкт-Петербург, Гороховая улица, д. 6, лит. А, пом. 2Н"
240,240,"Санкт-Петербург, Загородный проспект, д. 29,  лит. А"
241,241,"Санкт-Петербург, Загородный проспект, д. 29,  лит. Б"
242,242,"Санкт-Петербург, улица Правды, д.18, лит. А"
243,243,"Санкт-Петербург, набережная реки Фонтанки, д. 36, лит. А, часть пом. 10Н, (комн. 22-40)."
244,244,"Санкт-Петербург, Коломенская улица, д. 28, лит. А, помещение 2Н"
245,245,"Санкт-Петербург, пр. Королева, д. 3, корп. 1, лит. А."
246,246,"Санкт-Петербург, улица Рентгена, д. 23, литера А, помещение 1-Н"
247,247,"Санкт-Петербург, Наличная улица, д. 27, литер А, помещения 7Н, 1Н, 4Н"
248,248,"Санкт-Петербург, Ленинский проспект, д. 178, лит. А, пом. 18Н"
249,249,"Санкт-Петербург, пр. Наставников, д. 20, корп. 1, лит. А"
250,250,"Санкт-Петербург, ул. Передовиков, д. 21, лит. А"
251,251,"Санкт-Петербург, пр. Шаумяна, д. 29, лит. А"
252,252,"Санкт-Петербург, ул. Коммуны, д. 32, корп. 1, лит. А"
253,253,"Санкт-Петербург, пр. Металлистов, д. 72, корп. 2, лит. А"
254,254,"Санкт-Петербург, ул. Железноводская, д.64, литер А"
255,255,"Санкт-Петербург, 3-я линия В.О., д.50, литер А"
256,256,"Санкт-Петербург, 8-я линия В.О., д.51, лит. А"
257,257,"Санкт-Петербург, 7-я линия В.О., д.64, лит. А"
258,258,"Санкт-Петербург, ул. Кораблестроителей, д.31, кор.3, литер А"
259,259,"Санкт-Петербург, ул.Чайковского, д. 73, Лит. А"
260,260,"Санкт-Петербург, ул.Чайковского, д. 73, Лит. Г"
261,261,"Санкт-Петербург, пр. Металлистов, д. 56, лит. А"
262,262,"Санкт-Петербург, Бестужевская улица, д. 79, лит. А."
263,263,"Санкт-Петербург, проспект Шаумяна, д. 51, лит. А"
264,264,"Санкт-Петербург, Большая Пороховская улица, д. 22, литер А, помещение 1Н"
265,265,"Санкт-Петербург, Большеохтинский проспект, д. 33, кор. 3, лит. А."
266,266,"Санкт-Петербург, проспект Новочеркасский, д. 56, лит. А, кор. 1"
267,267,"Санкт-Петербург, Пискаревский проспект, д. 159, к. 7, литера А помещение 14Н"
268,268,"Санкт-Петербург, ул. Осипенко, д. 4, к. 1, лит. А, пом. 27Н"
269,269,"Санкт-Петербург, Ленская ул., д. 4, к. 1, лит. А"
270,270,"Санкт-Петербург, ул. Куйбышева, дом 25, лит.А"
271,271,"Санкт-Петербург, ул. Куйбышева, дом 32, литер А пом. 2Н"
272,272,"Санкт-Петербург, ул. Куйбышева, д. 25, литер Б"
273,273,"Санкт-Петербург, Аптекарский проспект, д. 12, лит. А"
274,274,"Санкт-Петербург, ул. Воскова, д.  15-17, литер А, пом. 4Н"
275,275,"Санкт-Петербург, Серебристый бул., д. 14, корп. 1, литера А"
276,276,"Санкт-Петербург, ул. Чудновского, д. 4, корп. 1, лит. А"
